"Story","Title","Result","Date","Stability","Duration (s)"
"hacer reto de automatizacion","Ingresar a la pagina de Bancolombia y solicitar una inversion","PENDING","2022-06-03T16:02:33.5524437-05:00[America/Bogota]","0.0","51.27"
