"Story","Title","Result","Date","Stability","Duration (s)"
"hacer reto de automatizacion","Ingresar a la pagina de Bancolombia y solicitar una inversion","FAILURE","2022-06-03T15:22:25.0841325-05:00[America/Bogota]","0.0","43.92"
