"Story","Title","Result","Date","Stability","Duration (s)"
"hacer reto de automatizacion","Ingresar a la pagina de Bancolombia y solicitar una inversion","ERROR","2022-06-03T13:37:54.6891271-05:00[America/Bogota]","0.0","4.45"
